lncRNA,gene,corr,p_value,mean_bicor
Neat1,Lims2,0.647002793,2.03E-21,-0.130568054
Hottip,Lims2,0.121231622,0.116389256,-0.018087346
Gas5,Lims2,-0.482528973,3.07E-11,0.275243132
Meg3,Lims2,-0.076941326,0.320082418,0.178532165
Pvt1,Lims2,0.233912147,0.002206965,0.130783522
Kcnq1ot1,Lims2,-0.037472647,0.628599575,0.336887388
Xist,Akt1,0.536017321,5.91E-14,0.324577899
Malat1,Akt1,-0.1051407,0.173684811,0.050059217
Airn,Akt1,0.375482047,4.90E-07,0.262778973
Hotair,Akt1,0.069518653,0.369120339,0.054523211
H19,Akt1,0.379567958,3.59E-07,0.124316343
Neat1,Akt1,-0.455938239,4.69E-10,-0.130568054
Hottip,Akt1,-0.054578416,0.480947724,-0.018087346
Gas5,Akt1,0.516205034,6.80E-13,0.275243132
Meg3,Akt1,0.345473728,4.22E-06,0.178532165
Pvt1,Akt1,0.042874649,0.579929028,0.130783522
Kcnq1ot1,Akt1,0.522586082,3.15E-13,0.336887388
Xist,Cdh10,0.365705552,1.01E-06,0.324577899
Malat1,Cdh10,-0.107099901,0.165760604,0.050059217
Airn,Cdh10,0.198748824,0.009584934,0.262778973
Hotair,Cdh10,0.018296278,0.813350341,0.054523211
H19,Cdh10,0.186004534,0.015465906,0.124316343
Neat1,Cdh10,-0.321327787,2.05E-05,-0.130568054
Hottip,Cdh10,-0.084437673,0.275055791,-0.018087346
Gas5,Cdh10,0.242597269,0.001483105,0.275243132
Meg3,Cdh10,0.428059762,6.42E-09,0.178532165
Pvt1,Cdh10,0.104531017,0.176207065,0.130783522
Kcnq1ot1,Cdh10,0.466242021,1.67E-10,0.336887388
Xist,Hax1,0.253741912,0.000872166,0.324577899
Malat1,Hax1,-0.542548511,2.55E-14,0.050059217
Airn,Hax1,0.372666501,6.05E-07,0.262778973
Hotair,Hax1,0.109842315,0.155125642,0.054523211
H19,Hax1,0.4481195,1.00E-09,0.124316343
Neat1,Hax1,-0.464321991,2.03E-10,-0.130568054
Hottip,Hax1,-0.042113728,0.586677873,-0.018087346
Gas5,Hax1,0.692653513,1.77E-25,0.275243132
Meg3,Hax1,0.039680689,0.608495464,0.178532165
Pvt1,Hax1,0.084437175,0.275058633,0.130783522
Kcnq1ot1,Hax1,0.127491316,0.098568378,0.336887388
Xist,Rap1a,0.463755506,2.15E-10,0.324577899
Malat1,Rap1a,-0.162380777,0.034918448,0.050059217
Airn,Rap1a,0.446927063,1.12E-09,0.262778973
Hotair,Rap1a,0.135105294,0.079881751,0.054523211
H19,Rap1a,0.266982497,0.00044992,0.124316343
Neat1,Rap1a,-0.129519191,0.093282702,-0.130568054
Hottip,Rap1a,0.046752774,0.546106002,-0.018087346
Gas5,Rap1a,0.406879655,4.03E-08,0.275243132
Meg3,Rap1a,0.028423974,0.713735844,0.178532165
Pvt1,Rap1a,0.139778797,0.069901725,0.130783522
Kcnq1ot1,Rap1a,0.171929966,0.025406049,0.336887388
Xist,Coro2a,0.17022869,0.026916647,0.324577899
Malat1,Coro2a,0.281653104,0.000207502,0.050059217
Airn,Coro2a,-0.211852222,0.005690605,0.262778973
Hotair,Coro2a,0.093629193,0.225969133,0.054523211
H19,Coro2a,-0.36724054,9.04E-07,0.124316343
Neat1,Coro2a,0.024282142,0.753998618,-0.130568054
Hottip,Coro2a,-0.022188159,0.774617297,-0.018087346
Gas5,Coro2a,-0.011946913,0.877481451,0.275243132
Meg3,Coro2a,0.38888156,1.74E-07,0.178532165
Pvt1,Coro2a,0.503158664,3.13E-12,0.130783522
Kcnq1ot1,Coro2a,0.369907136,7.43E-07,0.336887388
Xist,Parvb,0.196618014,0.010403429,0.324577899
Malat1,Parvb,-0.152001276,0.048514957,0.050059217
Airn,Parvb,0.412606745,2.48E-08,0.262778973
Hotair,Parvb,0.012982914,0.86695122,0.054523211
H19,Parvb,0.374276458,5.36E-07,0.124316343
Neat1,Parvb,-0.254530618,0.000839248,-0.130568054
Hottip,Parvb,-0.110362027,0.153169422,-0.018087346
Gas5,Parvb,0.405121847,4.67E-08,0.275243132
Meg3,Parvb,0.092558725,0.231343854,0.178532165
Pvt1,Parvb,-0.004888297,0.949705507,0.130783522
Kcnq1ot1,Parvb,0.194231628,0.01139271,0.336887388
Xist,Jup,0.421727538,1.13E-08,0.324577899
Malat1,Jup,0.372494434,6.13E-07,0.050059217
Airn,Jup,0.506790571,2.06E-12,0.262778973
Hotair,Jup,0.048305544,0.532840611,0.054523211
H19,Jup,0.027280789,0.724775506,0.124316343
Neat1,Jup,0.10574134,0.171226204,-0.130568054
Hottip,Jup,0.129710637,0.092795569,-0.018087346
Gas5,Jup,0.018167912,0.81463617,0.275243132
Meg3,Jup,-0.01526676,0.843822541,0.178532165
Pvt1,Jup,-0.170346444,0.02680967,0.130783522
Kcnq1ot1,Jup,0.364909393,1.07E-06,0.336887388
Xist,Ctnna1,0.082119755,0.288495637,0.324577899
Malat1,Ctnna1,-0.317123121,2.66E-05,0.050059217
Airn,Ctnna1,0.539550817,3.76E-14,0.262778973
Hotair,Ctnna1,0.056311227,0.467109464,0.054523211
H19,Ctnna1,0.410593538,2.95E-08,0.124316343
Neat1,Ctnna1,-0.282946141,0.000193417,-0.130568054
Hottip,Ctnna1,0.059890017,0.439234504,-0.018087346
Gas5,Ctnna1,0.340058484,6.08E-06,0.275243132
Meg3,Ctnna1,-0.272478761,0.000338382,0.178532165
Pvt1,Ctnna1,-0.197816384,0.009935832,0.130783522
Kcnq1ot1,Ctnna1,0.011316304,0.883901814,0.336887388
Xist,Cdh9,0.186840464,0.015000867,0.324577899
Malat1,Cdh9,0.090112229,0.243963629,0.050059217
Airn,Cdh9,0.041633771,0.59095322,0.262778973
Hotair,Cdh9,0.152631845,0.047578822,0.054523211
H19,Cdh9,-0.106281747,0.169036304,0.124316343
Neat1,Cdh9,-0.125565467,0.103804878,-0.130568054
Hottip,Cdh9,-0.070385179,0.363168158,-0.018087346
Gas5,Cdh9,-0.042518093,0.583086942,0.275243132
Meg3,Cdh9,0.385873921,2.20E-07,0.178532165
Pvt1,Cdh9,0.185442261,0.015785734,0.130783522
Kcnq1ot1,Cdh9,0.215292998,0.004937564,0.336887388
Xist,Scrib,0.406244412,4.25E-08,0.324577899
Malat1,Scrib,-0.262656963,0.000560639,0.050059217
Airn,Scrib,0.421401032,1.16E-08,0.262778973
Hotair,Scrib,0.066433695,0.390794794,0.054523211
H19,Scrib,0.450636287,7.85E-10,0.124316343
Neat1,Scrib,-0.505008347,2.53E-12,-0.130568054
Hottip,Scrib,-0.02411025,0.755684865,-0.018087346
Gas5,Scrib,0.799673593,7.75E-39,0.275243132
Meg3,Scrib,0.195008391,0.011061981,0.178532165
Pvt1,Scrib,0.00497363,0.948828718,0.130783522
Kcnq1ot1,Scrib,0.393572339,1.20E-07,0.336887388
Xist,Ctnna2,0.123334242,0.110142954,0.324577899
Malat1,Ctnna2,0.019584195,0.800477451,0.050059217
Airn,Ctnna2,0.088145627,0.254449512,0.262778973
Hotair,Ctnna2,0.052583575,0.497148622,0.054523211
H19,Ctnna2,0.237752983,0.001854433,0.124316343
Neat1,Ctnna2,-0.201587055,0.008583298,-0.130568054
Hottip,Ctnna2,-0.050897647,0.511062094,-0.018087346
Gas5,Ctnna2,0.226636901,0.003045897,0.275243132
Meg3,Ctnna2,0.29609444,9.28E-05,0.178532165
Pvt1,Ctnna2,0.107615879,0.163719229,0.130783522
Kcnq1ot1,Ctnna2,0.231747134,0.002431513,0.336887388
Xist,Actr3,0.449836719,8.48E-10,0.324577899
Malat1,Actr3,-0.162574663,0.03469885,0.050059217
Airn,Actr3,0.262843455,0.000555388,0.262778973
Hotair,Actr3,0.02575083,0.739639026,0.054523211
H19,Actr3,0.37645607,4.55E-07,0.124316343
Neat1,Actr3,-0.396595676,9.40E-08,-0.130568054
Hottip,Actr3,0.11168199,0.148284661,-0.018087346
Gas5,Actr3,0.47415274,7.42E-11,0.275243132
Meg3,Actr3,0.17058364,0.026595287,0.178532165
Pvt1,Actr3,0.042018823,0.587522134,0.130783522
Kcnq1ot1,Actr3,0.342641375,5.11E-06,0.336887388
Xist,Cass4,0.096221096,0.213322839,0.324577899
Malat1,Cass4,0.047393329,0.540614101,0.050059217
Airn,Cass4,0.118917623,0.12357861,0.262778973
Hotair,Cass4,-0.053643304,0.488506454,0.054523211
H19,Cass4,0.098049761,0.20471046,0.124316343
Neat1,Cass4,0.022799129,0.768584287,-0.130568054
Hottip,Cass4,-0.119154566,0.122827033,-0.018087346
Gas5,Cass4,0.105034675,0.174121503,0.275243132
Meg3,Cass4,0.157302286,0.041103314,0.178532165
Pvt1,Cass4,0.068824457,0.373931905,0.130783522
Kcnq1ot1,Cass4,0.127643405,0.098163911,0.336887388
Xist,Itgb2,-0.21327776,0.005366975,0.324577899
Malat1,Itgb2,0.468654192,1.31E-10,0.050059217
Airn,Itgb2,-0.292933261,0.000111088,0.262778973
Hotair,Itgb2,0.057225091,0.459900424,0.054523211
H19,Itgb2,-0.577548212,2.03E-16,0.124316343
Neat1,Itgb2,0.518033089,5.47E-13,-0.130568054
Hottip,Itgb2,0.168953917,0.028098318,-0.018087346
Gas5,Itgb2,-0.495388926,7.52E-12,0.275243132
Meg3,Itgb2,0.048277426,0.53307938,0.178532165
Pvt1,Itgb2,0.196238778,0.010555393,0.130783522
Kcnq1ot1,Itgb2,-0.15975627,0.038008563,0.336887388
Xist,Fblim1,0.524977434,2.35E-13,0.324577899
Malat1,Fblim1,-0.095983118,0.21446241,0.050059217
Airn,Fblim1,0.659407852,1.88E-22,0.262778973
Hotair,Fblim1,0.044643524,0.564381372,0.054523211
H19,Fblim1,0.371352151,6.67E-07,0.124316343
Neat1,Fblim1,-0.191803709,0.012483218,-0.130568054
Hottip,Fblim1,0.094753877,0.220417988,-0.018087346
Gas5,Fblim1,0.359039935,1.64E-06,0.275243132
Meg3,Fblim1,0.017911424,0.817206884,0.178532165
Pvt1,Fblim1,-0.207289582,0.006846882,0.130783522
Kcnq1ot1,Fblim1,0.416502952,1.78E-08,0.336887388
Xist,Sh3bp1,0.248877272,0.001102831,0.324577899
Malat1,Sh3bp1,-0.309014874,4.35E-05,0.050059217
Airn,Sh3bp1,0.595112089,1.43E-17,0.262778973
Hotair,Sh3bp1,0.130177366,0.091616458,0.054523211
H19,Sh3bp1,0.432552214,4.28E-09,0.124316343
Neat1,Sh3bp1,-0.300675178,7.12E-05,-0.130568054
Hottip,Sh3bp1,-0.058609558,0.449097541,-0.018087346
Gas5,Sh3bp1,0.783460056,2.47E-36,0.275243132
Meg3,Sh3bp1,0.231205001,0.002490893,0.178532165
Pvt1,Sh3bp1,0.157939514,0.040280035,0.130783522
Kcnq1ot1,Sh3bp1,0.361304725,1.39E-06,0.336887388
Xist,Nme1,0.120488384,0.118662024,0.324577899
Malat1,Nme1,-0.281631076,0.000207751,0.050059217
Airn,Nme1,0.093977212,0.22424094,0.262778973
Hotair,Nme1,0.106877358,0.166646895,0.054523211
H19,Nme1,0.318084044,2.50E-05,0.124316343
Neat1,Nme1,-0.495346098,7.56E-12,-0.130568054
Hottip,Nme1,-0.093167692,0.228275358,-0.018087346
Gas5,Nme1,0.672246561,1.42E-23,0.275243132
Meg3,Nme1,0.178688654,0.020101282,0.178532165
Pvt1,Nme1,0.247619007,0.001170978,0.130783522
Kcnq1ot1,Nme1,0.192802284,0.012024082,0.336887388
Xist,Rhoa,0.390896826,1.48E-07,0.324577899
Malat1,Rhoa,-0.332253432,1.02E-05,0.050059217
Airn,Rhoa,0.6240118,1.26E-19,0.262778973
Hotair,Rhoa,0.138992294,0.071506441,0.054523211
H19,Rhoa,0.557642974,3.40E-15,0.124316343
Neat1,Rhoa,-0.398687902,7.93E-08,-0.130568054
Hottip,Rhoa,0.037931709,0.624396643,-0.018087346
Gas5,Rhoa,0.774549718,4.76E-35,0.275243132
Meg3,Rhoa,0.075638203,0.328371244,0.178532165
Pvt1,Rhoa,-0.083748139,0.279008848,0.130783522
Kcnq1ot1,Rhoa,0.349325004,3.24E-06,0.336887388
Xist,Pde4d,0.222683737,0.0036139,0.324577899
Malat1,Pde4d,0.547337842,1.36E-14,0.050059217
Airn,Pde4d,-0.196246576,0.010552249,0.262778973
Hotair,Pde4d,-0.033837693,0.662292397,0.054523211
H19,Pde4d,-0.41391985,2.22E-08,0.124316343
Neat1,Pde4d,0.110775873,0.151625034,-0.130568054
Hottip,Pde4d,-0.053969203,0.485864958,-0.018087346
Gas5,Pde4d,-0.355968054,2.04E-06,0.275243132
Meg3,Pde4d,0.243879504,0.0013969,0.178532165
Pvt1,Pde4d,0.354176603,2.31E-06,0.130783522
Kcnq1ot1,Pde4d,0.418398433,1.51E-08,0.336887388
Xist,Diaph1,0.154634866,0.04470445,0.324577899
Malat1,Diaph1,-0.048390834,0.532116681,0.050059217
Airn,Diaph1,0.046886439,0.544957745,0.262778973
Hotair,Diaph1,0.016125587,0.835158443,0.054523211
H19,Diaph1,0.115702135,0.134133218,0.124316343
Neat1,Diaph1,-0.214141787,0.005178934,-0.130568054
Hottip,Diaph1,0.151496796,0.049274894,-0.018087346
Gas5,Diaph1,0.439770276,2.20E-09,0.275243132
Meg3,Diaph1,0.140603923,0.068249816,0.178532165
Pvt1,Diaph1,0.271186451,0.000362021,0.130783522
Kcnq1ot1,Diaph1,0.179075292,0.019829189,0.336887388
Xist,Calr,0.482863802,2.96E-11,0.324577899
Malat1,Calr,-0.336086853,7.92E-06,0.050059217
Airn,Calr,0.541390944,2.96E-14,0.262778973
Hotair,Calr,0.064014147,0.4083186,0.054523211
H19,Calr,0.474989221,6.80E-11,0.124316343
Neat1,Calr,-0.291895539,0.00011779,-0.130568054
Hottip,Calr,-0.040011799,0.60550534,-0.018087346
Gas5,Calr,0.737652597,2.71E-30,0.275243132
Meg3,Calr,0.122228876,0.113393149,0.178532165
Pvt1,Calr,-0.091528246,0.236602206,0.130783522
Kcnq1ot1,Calr,0.357870421,1.78E-06,0.336887388
Xist,Fabp3,0.239810962,0.001687407,0.324577899
Malat1,Fabp3,0.588299088,4.08E-17,0.050059217
Airn,Fabp3,-0.136532193,0.076719847,0.262778973
Hotair,Fabp3,0.049787727,0.520330757,0.054523211
H19,Fabp3,-0.301030315,6.98E-05,0.124316343
Neat1,Fabp3,0.11737451,0.128560673,-0.130568054
Hottip,Fabp3,-0.076708212,0.32155515,-0.018087346
Gas5,Fabp3,-0.311051197,3.85E-05,0.275243132
Meg3,Fabp3,0.134429793,0.081414789,0.178532165
Pvt1,Fabp3,0.360975633,1.43E-06,0.130783522
Kcnq1ot1,Fabp3,0.383557668,2.64E-07,0.336887388
Xist,Itga3,0.272383523,0.000340074,0.324577899
Malat1,Itga3,-0.022999137,0.766612311,0.050059217
Airn,Itga3,0.549855418,9.73E-15,0.262778973
Hotair,Itga3,0.089799073,0.245612923,0.054523211
H19,Itga3,0.292803631,0.000111906,0.124316343
Neat1,Itga3,-0.142010466,0.065507318,-0.130568054
Hottip,Itga3,0.096845953,0.210351306,-0.018087346
Gas5,Itga3,0.528398193,1.54E-13,0.275243132
Meg3,Itga3,0.052692654,0.496255365,0.178532165
Pvt1,Itga3,0.016153077,0.834881434,0.130783522
Kcnq1ot1,Itga3,0.332426705,1.01E-05,0.336887388
Xist,Plec,0.074622082,0.334929383,0.324577899
Malat1,Plec,0.479910188,4.05E-11,0.050059217
Airn,Plec,0.18713956,0.014837467,0.262778973
Hotair,Plec,0.070693963,0.36106158,0.054523211
H19,Plec,-0.112793787,0.144262527,0.124316343
Neat1,Plec,0.241062601,0.001592652,-0.130568054
Hottip,Plec,0.109911659,0.154863545,-0.018087346
Gas5,Plec,-0.189614749,0.013543845,0.275243132
Meg3,Plec,0.154499864,0.044893509,0.178532165
Pvt1,Plec,0.221694942,0.003770143,0.130783522
Kcnq1ot1,Plec,0.335800604,8.07E-06,0.336887388
Xist,Ptpn6,0.291988436,0.000117175,0.324577899
Malat1,Ptpn6,-0.137256133,0.075154748,0.050059217
Airn,Ptpn6,0.377238002,4.29E-07,0.262778973
Hotair,Ptpn6,0.142150715,0.065238865,0.054523211
H19,Ptpn6,0.051596027,0.505274216,0.124316343
Neat1,Ptpn6,0.063921384,0.408999547,-0.130568054
Hottip,Ptpn6,-0.015342616,0.843056513,-0.018087346
Gas5,Ptpn6,0.355683081,2.08E-06,0.275243132
Meg3,Ptpn6,-0.028842201,0.709711704,0.178532165
Pvt1,Ptpn6,-0.129172619,0.094169723,0.130783522
Kcnq1ot1,Ptpn6,0.171054213,0.026174313,0.336887388
Xist,Sdc4,0.006391907,0.934265881,0.324577899
Malat1,Sdc4,0.334937272,8.54E-06,0.050059217
Airn,Sdc4,0.004248411,0.956282114,0.262778973
Hotair,Sdc4,0.096983948,0.209699085,0.054523211
H19,Sdc4,-0.324097239,1.72E-05,0.124316343
Neat1,Sdc4,0.618857109,3.05E-19,-0.130568054
Hottip,Sdc4,0.117848737,0.127013397,-0.018087346
Gas5,Sdc4,-0.202251261,0.008362734,0.275243132
Meg3,Sdc4,0.059462222,0.442515905,0.178532165
Pvt1,Sdc4,0.196889509,0.010295826,0.130783522
Kcnq1ot1,Sdc4,0.103882046,0.178921483,0.336887388
Xist,Ilk,0.15076283,0.050398178,0.324577899
Malat1,Ilk,-0.077745549,0.315035223,0.050059217
Airn,Ilk,0.356838852,1.91E-06,0.262778973
Hotair,Ilk,0.083893103,0.278174617,0.054523211
H19,Ilk,0.271111208,0.000363444,0.124316343
Neat1,Ilk,-0.041506455,0.592089699,-0.130568054
Hottip,Ilk,0.054326431,0.482978347,-0.018087346
Gas5,Ilk,0.270450661,0.000376155,0.275243132
Meg3,Ilk,0.028600746,0.712033995,0.178532165
Pvt1,Ilk,-0.134328829,0.081645944,0.130783522
Kcnq1ot1,Ilk,0.103668753,0.179820307,0.336887388
Xist,Ptprh,0.133027258,0.084673368,0.324577899
Malat1,Ptprh,0.382856975,2.79E-07,0.050059217
Airn,Ptprh,-0.131525886,0.088276598,0.262778973
Hotair,Ptprh,-0.007366739,0.924268649,0.054523211
H19,Ptprh,-0.312794128,3.47E-05,0.124316343
Neat1,Ptprh,0.194514515,0.011271269,-0.130568054
Hottip,Ptprh,0.002995753,0.969164789,-0.018087346
Gas5,Ptprh,-0.222438326,0.003652124,0.275243132
Meg3,Ptprh,0.263496709,0.000537352,0.178532165
Pvt1,Ptprh,0.255961951,0.00078241,0.130783522
Kcnq1ot1,Ptprh,0.232624905,0.002338088,0.336887388
Xist,Fermt3,0.223075135,0.003553684,0.324577899
Malat1,Fermt3,-0.260875837,0.000613145,0.050059217
Airn,Fermt3,0.2043493,0.007698668,0.262778973
Hotair,Fermt3,0.150007525,0.051576238,0.054523211
H19,Fermt3,0.313796011,3.26E-05,0.124316343
Neat1,Fermt3,-0.192036292,0.012374926,-0.130568054
Hottip,Fermt3,0.139374124,0.07072369,-0.018087346
Gas5,Fermt3,0.483818913,2.67E-11,0.275243132
Meg3,Fermt3,0.248628712,0.001115998,0.178532165
Pvt1,Fermt3,-0.114885836,0.136919583,0.130783522
Kcnq1ot1,Fermt3,0.150576298,0.050687015,0.336887388
Xist,Prkca,0.255398922,0.000804331,0.324577899
Malat1,Prkca,0.627040846,7.49E-20,0.050059217
Airn,Prkca,-0.160340433,0.037301527,0.262778973
Hotair,Prkca,0.057815953,0.455272435,0.054523211
H19,Prkca,-0.392144888,1.34E-07,0.124316343
Neat1,Prkca,0.279940408,0.000227632,-0.130568054
Hottip,Prkca,0.04097592,0.59683616,-0.018087346
Gas5,Prkca,-0.313061585,3.41E-05,0.275243132
Meg3,Prkca,0.224860928,0.00329026,0.178532165
Pvt1,Prkca,0.307081028,4.89E-05,0.130783522
Kcnq1ot1,Prkca,0.359015871,1.64E-06,0.336887388
Xist,Ptk2b,0.049178653,0.525453222,0.324577899
Malat1,Ptk2b,0.378403035,3.92E-07,0.050059217
Airn,Ptk2b,-0.177997223,0.020595926,0.262778973
Hotair,Ptk2b,-0.113609243,0.141365541,0.054523211
H19,Ptk2b,-0.380482763,3.35E-07,0.124316343
Neat1,Ptk2b,0.365699302,1.01E-06,-0.130568054
Hottip,Ptk2b,0.156936352,0.041582443,-0.018087346
Gas5,Ptk2b,-0.29623616,9.21E-05,0.275243132
Meg3,Ptk2b,-0.141272501,0.066934768,0.178532165
Pvt1,Ptk2b,-0.018199108,0.814323641,0.130783522
Kcnq1ot1,Ptk2b,-0.030869428,0.690321221,0.336887388
Xist,Lasp1,0.594889479,1.48E-17,0.324577899
Malat1,Lasp1,0.097222933,0.208572979,0.050059217
Airn,Lasp1,0.273110309,0.000327358,0.262778973
Hotair,Lasp1,0.024728019,0.749630038,0.054523211
H19,Lasp1,0.130653578,0.09042572,0.124316343
Neat1,Lasp1,-0.274494172,0.000304356,-0.130568054
Hottip,Lasp1,0.12775931,0.097856555,-0.018087346
Gas5,Lasp1,0.390104083,1.58E-07,0.275243132
Meg3,Lasp1,0.379167639,3.70E-07,0.178532165
Pvt1,Lasp1,0.146119511,0.058007286,0.130783522
Kcnq1ot1,Lasp1,0.518777206,5.00E-13,0.336887388
Xist,Cdh19,-0.434295213,3.65E-09,0.324577899
Malat1,Cdh19,0.137014146,0.075675004,0.050059217
Airn,Cdh19,-0.047624747,0.538636754,0.262778973
Hotair,Cdh19,-0.010621424,0.890985272,0.054523211
H19,Cdh19,-0.215029053,0.004991995,0.124316343
Neat1,Cdh19,-0.092653663,0.230863575,-0.130568054
Hottip,Cdh19,0.072349582,0.349896622,-0.018087346
Gas5,Cdh19,-0.210432352,0.006030176,0.275243132
Meg3,Cdh19,-0.112033238,0.147004887,0.178532165
Pvt1,Cdh19,0.138917036,0.071661547,0.130783522
Kcnq1ot1,Cdh19,-0.107237421,0.165214686,0.336887388
Xist,Ezr,0.401830898,6.13E-08,0.324577899
Malat1,Ezr,-0.143500205,0.062701474,0.050059217
Airn,Ezr,0.425379343,8.16E-09,0.262778973
Hotair,Ezr,-0.041717461,0.590206706,0.054523211
H19,Ezr,0.339683433,6.24E-06,0.124316343
Neat1,Ezr,-0.267913134,0.000428913,-0.130568054
Hottip,Ezr,-0.013316736,0.863563041,-0.018087346
Gas5,Ezr,0.587355695,4.71E-17,0.275243132
Meg3,Ezr,0.13269046,0.085471236,0.178532165
Pvt1,Ezr,-0.063367113,0.41308223,0.130783522
Kcnq1ot1,Ezr,0.313233238,3.37E-05,0.336887388
Xist,Trpc4,0.268671389,0.000412471,0.324577899
Malat1,Trpc4,0.37240509,6.17E-07,0.050059217
Airn,Trpc4,0.236096791,0.001999631,0.262778973
Hotair,Trpc4,0.12481708,0.105897943,0.054523211
H19,Trpc4,-0.166501351,0.030496697,0.124316343
Neat1,Trpc4,0.142229556,0.065088351,-0.130568054
Hottip,Trpc4,0.001957475,0.979848901,-0.018087346
Gas5,Trpc4,-0.076475135,0.323032027,0.275243132
Meg3,Trpc4,0.395262506,1.05E-07,0.178532165
Pvt1,Trpc4,0.236370199,0.00197497,0.130783522
Kcnq1ot1,Trpc4,0.370548743,7.08E-07,0.336887388
Xist,Ceacam1,0.151405097,0.049414085,0.324577899
Malat1,Ceacam1,0.272236893,0.000342695,0.050059217
Airn,Ceacam1,0.334884295,8.57E-06,0.262778973
Hotair,Ceacam1,0.027849636,0.719274931,0.054523211
H19,Ceacam1,0.010439357,0.892842672,0.124316343
Neat1,Ceacam1,0.44698357,1.11E-09,-0.130568054
Hottip,Ceacam1,0.001967136,0.979749476,-0.018087346
Gas5,Ceacam1,-0.197907415,0.009901082,0.275243132
Meg3,Ceacam1,-0.101987004,0.187023994,0.178532165
Pvt1,Ceacam1,-0.165649807,0.031369202,0.130783522
Kcnq1ot1,Ceacam1,-0.01673749,0.828997392,0.336887388
Xist,Grb2,0.304744566,5.61E-05,0.324577899
Malat1,Grb2,0.356402475,1.98E-06,0.050059217
Airn,Grb2,-0.067627431,0.382318463,0.262778973
Hotair,Grb2,0.064261098,0.406509072,0.054523211
H19,Grb2,-0.141208941,0.067058889,0.124316343
Neat1,Grb2,-0.101726531,0.188158343,-0.130568054
Hottip,Grb2,-0.077891214,0.314126623,-0.018087346
Gas5,Grb2,0.104564752,0.176066804,0.275243132
Meg3,Grb2,0.412962987,2.41E-08,0.178532165
Pvt1,Grb2,0.498719249,5.18E-12,0.130783522
Kcnq1ot1,Grb2,0.462868689,2.35E-10,0.336887388
Xist,Hspa2,0.138869398,0.071759871,0.324577899
Malat1,Hspa2,0.537529823,4.87E-14,0.050059217
Airn,Hspa2,0.054380673,0.482540849,0.262778973
Hotair,Hspa2,0.099955401,0.196005195,0.054523211
H19,Hspa2,-0.353826331,2.37E-06,0.124316343
Neat1,Hspa2,0.357073418,1.88E-06,-0.130568054
Hottip,Hspa2,-0.031923658,0.680315583,-0.018087346
Gas5,Hspa2,-0.278749006,0.00024269,0.275243132
Meg3,Hspa2,0.225682635,0.003175079,0.178532165
Pvt1,Hspa2,0.351249773,2.83E-06,0.130783522
Kcnq1ot1,Hspa2,0.351820031,2.72E-06,0.336887388
Xist,Cdc42,0.559859243,2.51E-15,0.324577899
Malat1,Cdc42,-0.179461429,0.019560634,0.050059217
Airn,Cdc42,0.382303081,2.91E-07,0.262778973
Hotair,Cdc42,0.093690198,0.225665519,0.054523211
H19,Cdc42,0.354603554,2.24E-06,0.124316343
Neat1,Cdc42,-0.447100717,1.10E-09,-0.130568054
Hottip,Cdc42,-0.067091279,0.386111596,-0.018087346
Gas5,Cdc42,0.565378656,1.16E-15,0.275243132
Meg3,Cdc42,0.223655688,0.003466032,0.178532165
Pvt1,Cdc42,0.202734216,0.008205527,0.130783522
Kcnq1ot1,Cdc42,0.444039988,1.47E-09,0.336887388
Xist,Tspan1,0.208159024,0.006611623,0.324577899
Malat1,Tspan1,0.090829932,0.240212838,0.050059217
Airn,Tspan1,0.326233938,1.50E-05,0.262778973
Hotair,Tspan1,-0.039774361,0.60764889,0.054523211
H19,Tspan1,-0.010216956,0.89511234,0.124316343
Neat1,Tspan1,-0.126569802,0.101047341,-0.130568054
Hottip,Tspan1,-0.00622459,0.935982849,-0.018087346
Gas5,Tspan1,0.155613218,0.043354144,0.275243132
Meg3,Tspan1,0.13801655,0.073538713,0.178532165
Pvt1,Tspan1,0.142506406,0.064562066,0.130783522
Kcnq1ot1,Tspan1,0.251881558,0.000954563,0.336887388
Xist,Tuba1b,0.182887386,0.017312653,0.324577899
Malat1,Tuba1b,-0.463181808,2.28E-10,0.050059217
Airn,Tuba1b,0.385766871,2.22E-07,0.262778973
Hotair,Tuba1b,0.073664701,0.34118438,0.054523211
H19,Tuba1b,0.563644342,1.48E-15,0.124316343
Neat1,Tuba1b,-0.521625772,3.54E-13,-0.130568054
Hottip,Tuba1b,-0.055586041,0.472874031,-0.018087346
Gas5,Tuba1b,0.817388073,7.55E-42,0.275243132
Meg3,Tuba1b,0.043485555,0.574536969,0.178532165
Pvt1,Tuba1b,0.028105764,0.716802934,0.130783522
Kcnq1ot1,Tuba1b,0.239657227,0.001699394,0.336887388
Xist,Lmo7,0.08038562,0.29883283,0.324577899
Malat1,Lmo7,0.435741842,3.20E-09,0.050059217
Airn,Lmo7,-0.046673927,0.546783901,0.262778973
Hotair,Lmo7,-0.063871953,0.409362677,0.054523211
H19,Lmo7,-0.210289781,0.006065253,0.124316343
Neat1,Lmo7,0.147603262,0.055479181,-0.130568054
Hottip,Lmo7,-0.021369387,0.782723381,-0.018087346
Gas5,Lmo7,-0.199920509,0.009159556,0.275243132
Meg3,Lmo7,0.088713973,0.251387683,0.178532165
Pvt1,Lmo7,0.375716072,4.81E-07,0.130783522
Kcnq1ot1,Lmo7,0.186662517,0.015098826,0.336887388
Xist,Cdh15,-0.097913454,0.205343645,0.324577899
